编号,全拼_raw,全拼_hex,简拼_raw,简拼_hex,干音_raw,干音_hex,映射编号
587,􀀇􀀢􀀱􀀱,U+100007 U+100022 U+100031 U+100031,􀀇􀀢􀀱,U+100007 U+100022 U+100031,􀀇,U+100007,1950
588,􀀇􀀢􀀱􀀽,U+100007 U+100022 U+100031 U+10003D,􀀇􀀢􀀱􀀽,U+100007 U+100022 U+100031 U+10003D,􀀇,U+100007,1958
589,􀀇􀀣􀀤􀀥,U+100007 U+100023 U+100024 U+100025,􀀇􀀣􀀤􀀥,U+100007 U+100023 U+100024 U+100025,􀀇,U+100007,1998
590,􀀇􀀣􀀪􀀽,U+100007 U+100023 U+10002A U+10003D,􀀇􀀣􀀪􀀽,U+100007 U+100023 U+10002A U+10003D,􀀇,U+100007,2004
591,􀀇􀀣􀀬􀀾,U+100007 U+100023 U+10002C U+10003E,􀀇􀀣􀀬􀀾,U+100007 U+100023 U+10002C U+10003E,􀀇,U+100007,1978
592,􀀇􀀣􀀭􀀮,U+100007 U+100023 U+10002D U+10002E,􀀇􀀣􀀭􀀮,U+100007 U+100023 U+10002D U+10002E,􀀇,U+100007,2014
593,􀀇􀀣􀀭􀁀,U+100007 U+100023 U+10002D U+100040,􀀇􀀣􀀭􀁀,U+100007 U+100023 U+10002D U+100040,􀀇,U+100007,1984
594,􀀇􀀣􀀰􀀽,U+100007 U+100023 U+100030 U+10003D,􀀇􀀣􀀰􀀽,U+100007 U+100023 U+100030 U+10003D,􀀇,U+100007,2008
595,􀀇􀀤􀀭􀀿,U+100007 U+100024 U+10002D U+10003F,􀀇􀀤􀀭􀀿,U+100007 U+100024 U+10002D U+10003F,􀀇,U+100007,1986
596,􀀇􀀥􀀤􀀣,U+100007 U+100025 U+100024 U+100023,􀀇􀀥􀀤􀀣,U+100007 U+100025 U+100024 U+100023,􀀇,U+100007,1994
597,􀀇􀀥􀀥􀀥,U+100007 U+100025 U+100025 U+100025,􀀇􀀥,U+100007 U+100025,􀀇,U+100007,1996
598,􀀇􀀥􀀪􀀻,U+100007 U+100025 U+10002A U+10003B,􀀇􀀥􀀪􀀻,U+100007 U+100025 U+10002A U+10003B,􀀇,U+100007,2000
599,􀀇􀀥􀀫􀀽,U+100007 U+100025 U+10002B U+10003D,􀀇􀀥􀀫􀀽,U+100007 U+100025 U+10002B U+10003D,􀀇,U+100007,2002
600,􀀇􀀥􀀭􀀬,U+100007 U+100025 U+10002D U+10002C,􀀇􀀥􀀭􀀬,U+100007 U+100025 U+10002D U+10002C,􀀇,U+100007,2010
601,􀀇􀀥􀀭􀀾,U+100007 U+100025 U+10002D U+10003E,􀀇􀀥􀀭􀀾,U+100007 U+100025 U+10002D U+10003E,􀀇,U+100007,1980
602,􀀇􀀥􀀮􀀮,U+100007 U+100025 U+10002E U+10002E,􀀇􀀥􀀮,U+100007 U+100025 U+10002E,􀀇,U+100007,2012
603,􀀇􀀥􀀮􀁀,U+100007 U+100025 U+10002E U+100040,􀀇􀀥􀀮􀁀,U+100007 U+100025 U+10002E U+100040,􀀇,U+100007,1982
604,􀀇􀀥􀀰􀀻,U+100007 U+100025 U+100030 U+10003B,􀀇􀀥􀀰􀀻,U+100007 U+100025 U+100030 U+10003B,􀀇,U+100007,2006
605,􀀇􀀦􀀧􀀨,U+100007 U+100026 U+100027 U+100028,􀀇􀀦􀀧􀀨,U+100007 U+100026 U+100027 U+100028,􀀇,U+100007,2020
606,􀀇􀀦􀀰􀀱,U+100007 U+100026 U+100030 U+100031,􀀇􀀦􀀰􀀱,U+100007 U+100026 U+100030 U+100031,􀀇,U+100007,2022
607,􀀇􀀨􀀧􀀦,U+100007 U+100028 U+100027 U+100026,􀀇􀀨􀀧􀀦,U+100007 U+100028 U+100027 U+100026,􀀇,U+100007,2016
608,􀀇􀀨􀀨􀀨,U+100007 U+100028 U+100028 U+100028,􀀇􀀨,U+100007 U+100028,􀀇,U+100007,2018
609,􀀇􀀩􀀩􀀣,U+100007 U+100029 U+100029 U+100023,􀀇􀀩􀀣,U+100007 U+100029 U+100023,􀀇,U+100007,1870
610,􀀇􀀩􀀩􀀩,U+100007 U+100029 U+100029 U+100029,􀀇􀀩,U+100007 U+100029,􀀇,U+100007,1832
611,􀀇􀀩􀀩􀀻,U+100007 U+100029 U+100029 U+10003B,􀀇􀀩􀀻,U+100007 U+100029 U+10003B,􀀇,U+100007,1850
612,􀀇􀀩􀀩􀀾,U+100007 U+100029 U+100029 U+10003E,􀀇􀀩􀀾,U+100007 U+100029 U+10003E,􀀇,U+100007,1860
613,􀀇􀀩􀀪􀀢,U+100007 U+100029 U+10002A U+100022,􀀇􀀩􀀪􀀢,U+100007 U+100029 U+10002A U+100022,􀀇,U+100007,1846
614,􀀇􀀩􀀪􀀥,U+100007 U+100029 U+10002A U+100025,􀀇􀀩􀀪􀀥,U+100007 U+100029 U+10002A U+100025,􀀇,U+100007,1876
615,􀀇􀀩􀀪􀀫,U+100007 U+100029 U+10002A U+10002B,􀀇􀀩􀀪􀀫,U+100007 U+100029 U+10002A U+10002B,􀀇,U+100007,1838
616,􀀇􀀩􀀪􀀽,U+100007 U+100029 U+10002A U+10003D,􀀇􀀩􀀪􀀽,U+100007 U+100029 U+10002A U+10003D,􀀇,U+100007,1856
617,􀀇􀀩􀀪􀁀,U+100007 U+100029 U+10002A U+100040,􀀇􀀩􀀪􀁀,U+100007 U+100029 U+10002A U+100040,􀀇,U+100007,1866
618,􀀇􀀪􀀪􀀡,U+100007 U+10002A U+10002A U+100021,􀀇􀀪􀀡,U+100007 U+10002A U+100021,􀀇,U+100007,1848
619,􀀇􀀪􀀪􀀤,U+100007 U+10002A U+10002A U+100024,􀀇􀀪􀀤,U+100007 U+10002A U+100024,􀀇,U+100007,1878
620,􀀇􀀪􀀪􀀪,U+100007 U+10002A U+10002A U+10002A,􀀇􀀪,U+100007 U+10002A,􀀇,U+100007,1840
621,􀀇􀀪􀀪􀀼,U+100007 U+10002A U+10002A U+10003C,􀀇􀀪􀀼,U+100007 U+10002A U+10003C,􀀇,U+100007,1858
622,􀀇􀀪􀀪􀀿,U+100007 U+10002A U+10002A U+10003F,􀀇􀀪􀀿,U+100007 U+10002A U+10003F,􀀇,U+100007,1868
623,􀀇􀀫􀀪􀀠,U+100007 U+10002B U+10002A U+100020,􀀇􀀫􀀪􀀠,U+100007 U+10002B U+10002A U+100020,􀀇,U+100007,1842
624,􀀇􀀫􀀪􀀣,U+100007 U+10002B U+10002A U+100023,􀀇􀀫􀀪􀀣,U+100007 U+10002B U+10002A U+100023,􀀇,U+100007,1872
625,􀀇􀀫􀀪􀀩,U+100007 U+10002B U+10002A U+100029,􀀇􀀫􀀪􀀩,U+100007 U+10002B U+10002A U+100029,􀀇,U+100007,1834
626,􀀇􀀫􀀪􀀻,U+100007 U+10002B U+10002A U+10003B,􀀇􀀫􀀪􀀻,U+100007 U+10002B U+10002A U+10003B,􀀇,U+100007,1852
627,􀀇􀀫􀀪􀀾,U+100007 U+10002B U+10002A U+10003E,􀀇􀀫􀀪􀀾,U+100007 U+10002B U+10002A U+10003E,􀀇,U+100007,1862
628,􀀇􀀫􀀫􀀢,U+100007 U+10002B U+10002B U+100022,􀀇􀀫􀀢,U+100007 U+10002B U+100022,􀀇,U+100007,1844
629,􀀇􀀫􀀫􀀥,U+100007 U+10002B U+10002B U+100025,􀀇􀀫􀀥,U+100007 U+10002B U+100025,􀀇,U+100007,1874
630,􀀇􀀫􀀫􀀫,U+100007 U+10002B U+10002B U+10002B,􀀇􀀫,U+100007 U+10002B,􀀇,U+100007,1836
631,􀀇􀀫􀀫􀀽,U+100007 U+10002B U+10002B U+10003D,􀀇􀀫􀀽,U+100007 U+10002B U+10003D,􀀇,U+100007,1854
632,􀀇􀀫􀀫􀁀,U+100007 U+10002B U+10002B U+100040,􀀇􀀫􀁀,U+100007 U+10002B U+100040,􀀇,U+100007,1864
633,􀀇􀀬􀀭􀀥,U+100007 U+10002C U+10002D U+100025,􀀇􀀬􀀭􀀥,U+100007 U+10002C U+10002D U+100025,􀀇,U+100007,1992
634,􀀇􀀬􀀭􀀮,U+100007 U+10002C U+10002D U+10002E,􀀇􀀬􀀭􀀮,U+100007 U+10002C U+10002D U+10002E,􀀇,U+100007,1882
635,􀀇􀀬􀀭􀁀,U+100007 U+10002C U+10002D U+100040,􀀇􀀬􀀭􀁀,U+100007 U+10002C U+10002D U+100040,􀀇,U+100007,1900
636,􀀇􀀭􀀭􀀭,U+100007 U+10002D U+10002D U+10002D,􀀇􀀭,U+100007 U+10002D,􀀇,U+100007,1884
637,􀀇􀀮􀀭􀀣,U+100007 U+10002E U+10002D U+100023,􀀇􀀮􀀭􀀣,U+100007 U+10002E U+10002D U+100023,􀀇,U+100007,1988
638,􀀇􀀮􀀭􀀬,U+100007 U+10002E U+10002D U+10002C,􀀇􀀮􀀭􀀬,U+100007 U+10002E U+10002D U+10002C,􀀇,U+100007,1880
639,􀀇􀀮􀀭􀀾,U+100007 U+10002E U+10002D U+10003E,􀀇􀀮􀀭􀀾,U+100007 U+10002E U+10002D U+10003E,􀀇,U+100007,1896
640,􀀇􀀮􀀮􀀥,U+100007 U+10002E U+10002E U+100025,􀀇􀀮􀀥,U+100007 U+10002E U+100025,􀀇,U+100007,1990
641,􀀇􀀮􀀮􀁀,U+100007 U+10002E U+10002E U+100040,􀀇􀀮􀁀,U+100007 U+10002E U+100040,􀀇,U+100007,1898
642,􀀇􀀯􀀰􀀢,U+100007 U+10002F U+100030 U+100022,􀀇􀀯􀀰􀀢,U+100007 U+10002F U+100030 U+100022,􀀇,U+100007,1890
643,􀀇􀀯􀀰􀀽,U+100007 U+10002F U+100030 U+10003D,􀀇􀀯􀀰􀀽,U+100007 U+10002F U+100030 U+10003D,􀀇,U+100007,1892
644,􀀇􀀰􀀰􀀼,U+100007 U+100030 U+100030 U+10003C,􀀇􀀰􀀼,U+100007 U+100030 U+10003C,􀀇,U+100007,1894
645,􀀇􀀱􀀰􀀠,U+100007 U+100031 U+100030 U+100020,􀀇􀀱􀀰􀀠,U+100007 U+100031 U+100030 U+100020,􀀇,U+100007,1886
646,􀀇􀀱􀀱􀀢,U+100007 U+100031 U+100031 U+100022,􀀇􀀱􀀢,U+100007 U+100031 U+100022,􀀇,U+100007,1888
647,􀀈􀀣􀀣􀀣,U+100008 U+100023 U+100023 U+100023,􀀈􀀣,U+100008 U+100023,􀀈,U+100008,870
648,􀀈􀀣􀀤􀀥,U+100008 U+100023 U+100024 U+100025,􀀈􀀣􀀤􀀥,U+100008 U+100023 U+100024 U+100025,􀀈,U+100008,876
649,􀀈􀀣􀀩􀀠,U+100008 U+100023 U+100029 U+100020,􀀈􀀣􀀩􀀠,U+100008 U+100023 U+100029 U+100020,􀀈,U+100008,890
650,􀀈􀀣􀀩􀀩,U+100008 U+100023 U+100029 U+100029,􀀈􀀣􀀩,U+100008 U+100023 U+100029,􀀈,U+100008,880
651,􀀈􀀣􀀩􀀻,U+100008 U+100023 U+100029 U+10003B,􀀈􀀣􀀩􀀻,U+100008 U+100023 U+100029 U+10003B,􀀈,U+100008,898
652,􀀈􀀣􀀩􀀾,U+100008 U+100023 U+100029 U+10003E,􀀈􀀣􀀩􀀾,U+100008 U+100023 U+100029 U+10003E,􀀈,U+100008,904
653,􀀈􀀣􀀪􀀢,U+100008 U+100023 U+10002A U+100022,􀀈􀀣􀀪􀀢,U+100008 U+100023 U+10002A U+100022,􀀈,U+100008,894
654,􀀈􀀣􀀪􀀫,U+100008 U+100023 U+10002A U+10002B,􀀈􀀣􀀪􀀫,U+100008 U+100023 U+10002A U+10002B,􀀈,U+100008,886
655,􀀈􀀣􀀪􀀽,U+100008 U+100023 U+10002A U+10003D,􀀈􀀣􀀪􀀽,U+100008 U+100023 U+10002A U+10003D,􀀈,U+100008,902
656,􀀈􀀣􀀪􀁀,U+100008 U+100023 U+10002A U+100040,􀀈􀀣􀀪􀁀,U+100008 U+100023 U+10002A U+100040,􀀈,U+100008,908
657,􀀈􀀣􀀬􀀬,U+100008 U+100023 U+10002C U+10002C,􀀈􀀣􀀬,U+100008 U+100023 U+10002C,􀀈,U+100008,926
658,􀀈􀀣􀀬􀀾,U+100008 U+100023 U+10002C U+10003E,􀀈􀀣􀀬􀀾,U+100008 U+100023 U+10002C U+10003E,􀀈,U+100008,854
659,􀀈􀀣􀀭􀀮,U+100008 U+100023 U+10002D U+10002E,􀀈􀀣􀀭􀀮,U+100008 U+100023 U+10002D U+10002E,􀀈,U+100008,932
660,􀀈􀀣􀀭􀁀,U+100008 U+100023 U+10002D U+100040,􀀈􀀣􀀭􀁀,U+100008 U+100023 U+10002D U+100040,􀀈,U+100008,858
661,􀀈􀀣􀀯􀀠,U+100008 U+100023 U+10002F U+100020,􀀈􀀣􀀯􀀠,U+100008 U+100023 U+10002F U+100020,􀀈,U+100008,912
662,􀀈􀀣􀀰􀀢,U+100008 U+100023 U+100030 U+100022,􀀈􀀣􀀰􀀢,U+100008 U+100023 U+100030 U+100022,􀀈,U+100008,916
663,􀀈􀀣􀀰􀀽,U+100008 U+100023 U+100030 U+10003D,􀀈􀀣􀀰􀀽,U+100008 U+100023 U+100030 U+10003D,􀀈,U+100008,922
664,􀀈􀀤􀀤􀀤,U+100008 U+100024 U+100024 U+100024,􀀈􀀤,U+100008 U+100024,􀀈,U+100008,878
665,􀀈􀀤􀀪􀀡,U+100008 U+100024 U+10002A U+100021,􀀈􀀤􀀪􀀡,U+100008 U+100024 U+10002A U+100021,􀀈,U+100008,896
666,􀀈􀀤􀀪􀀪,U+100008 U+100024 U+10002A U+10002A,􀀈􀀤􀀪,U+100008 U+100024 U+10002A,􀀈,U+100008,888
667,􀀈􀀤􀀪􀀿,U+100008 U+100024 U+10002A U+10003F,􀀈􀀤􀀪􀀿,U+100008 U+100024 U+10002A U+10003F,􀀈,U+100008,910
668,􀀈􀀤􀀭􀀭,U+100008 U+100024 U+10002D U+10002D,􀀈􀀤􀀭,U+100008 U+100024 U+10002D,􀀈,U+100008,934
669,􀀈􀀤􀀭􀀿,U+100008 U+100024 U+10002D U+10003F,􀀈􀀤􀀭􀀿,U+100008 U+100024 U+10002D U+10003F,􀀈,U+100008,860
670,􀀈􀀤􀀰􀀡,U+100008 U+100024 U+100030 U+100021,􀀈􀀤􀀰􀀡,U+100008 U+100024 U+100030 U+100021,􀀈,U+100008,918
671,􀀈􀀤􀀰􀀼,U+100008 U+100024 U+100030 U+10003C,􀀈􀀤􀀰􀀼,U+100008 U+100024 U+100030 U+10003C,􀀈,U+100008,924
672,􀀈􀀥􀀤􀀣,U+100008 U+100025 U+100024 U+100023,􀀈􀀥􀀤􀀣,U+100008 U+100025 U+100024 U+100023,􀀈,U+100008,872
673,􀀈􀀥􀀥􀀥,U+100008 U+100025 U+100025 U+100025,􀀈􀀥,U+100008 U+100025,􀀈,U+100008,874
674,􀀈􀀥􀀪􀀩,U+100008 U+100025 U+10002A U+100029,􀀈􀀥􀀪􀀩,U+100008 U+100025 U+10002A U+100029,􀀈,U+100008,882
675,􀀈􀀥􀀫􀀢,U+100008 U+100025 U+10002B U+100022,􀀈􀀥􀀫􀀢,U+100008 U+100025 U+10002B U+100022,􀀈,U+100008,892
676,􀀈􀀥􀀫􀀫,U+100008 U+100025 U+10002B U+10002B,􀀈􀀥􀀫,U+100008 U+100025 U+10002B,􀀈,U+100008,884
677,􀀈􀀥􀀫􀀽,U+100008 U+100025 U+10002B U+10003D,􀀈􀀥􀀫􀀽,U+100008 U+100025 U+10002B U+10003D,􀀈,U+100008,900
678,􀀈􀀥􀀫􀁀,U+100008 U+100025 U+10002B U+100040,􀀈􀀥􀀫􀁀,U+100008 U+100025 U+10002B U+100040,􀀈,U+100008,906
679,􀀈􀀥􀀭􀀬,U+100008 U+100025 U+10002D U+10002C,􀀈􀀥􀀭􀀬,U+100008 U+100025 U+10002D U+10002C,􀀈,U+100008,928
680,􀀈􀀥􀀮􀀮,U+100008 U+100025 U+10002E U+10002E,􀀈􀀥􀀮,U+100008 U+100025 U+10002E,􀀈,U+100008,930
681,􀀈􀀥􀀮􀁀,U+100008 U+100025 U+10002E U+100040,􀀈􀀥􀀮􀁀,U+100008 U+100025 U+10002E U+100040,􀀈,U+100008,856
682,􀀈􀀥􀀱􀀢,U+100008 U+100025 U+100031 U+100022,􀀈􀀥􀀱􀀢,U+100008 U+100025 U+100031 U+100022,􀀈,U+100008,914
683,􀀈􀀥􀀱􀀽,U+100008 U+100025 U+100031 U+10003D,􀀈􀀥􀀱􀀽,U+100008 U+100025 U+100031 U+10003D,􀀈,U+100008,920
684,􀀈􀀩􀀩􀀠,U+100008 U+100029 U+100029 U+100020,􀀈􀀩􀀠,U+100008 U+100029 U+100020,􀀈,U+100008,794
685,􀀈􀀩􀀩􀀣,U+100008 U+100029 U+100029 U+100023,􀀈􀀩􀀣,U+100008 U+100029 U+100023,􀀈,U+100008,818
686,􀀈􀀩􀀩􀀩,U+100008 U+100029 U+100029 U+100029,􀀈􀀩,U+100008 U+100029,􀀈,U+100008,784
687,􀀈􀀩􀀩􀀻,U+100008 U+100029 U+100029 U+10003B,􀀈􀀩􀀻,U+100008 U+100029 U+10003B,􀀈,U+100008,802
688,􀀈􀀩􀀩􀀾,U+100008 U+100029 U+100029 U+10003E,􀀈􀀩􀀾,U+100008 U+100029 U+10003E,􀀈,U+100008,810
689,􀀈􀀩􀀪􀀢,U+100008 U+100029 U+10002A U+100022,􀀈􀀩􀀪􀀢,U+100008 U+100029 U+10002A U+100022,􀀈,U+100008,798
690,􀀈􀀩􀀪􀀥,U+100008 U+100029 U+10002A U+100025,􀀈􀀩􀀪􀀥,U+100008 U+100029 U+10002A U+100025,􀀈,U+100008,822
691,􀀈􀀩􀀪􀀫,U+100008 U+100029 U+10002A U+10002B,􀀈􀀩􀀪􀀫,U+100008 U+100029 U+10002A U+10002B,􀀈,U+100008,790
692,􀀈􀀩􀀪􀀽,U+100008 U+100029 U+10002A U+10003D,􀀈􀀩􀀪􀀽,U+100008 U+100029 U+10002A U+10003D,􀀈,U+100008,806
693,􀀈􀀩􀀪􀁀,U+100008 U+100029 U+10002A U+100040,􀀈􀀩􀀪􀁀,U+100008 U+100029 U+10002A U+100040,􀀈,U+100008,814
694,􀀈􀀪􀀪􀀡,U+100008 U+10002A U+10002A U+100021,􀀈􀀪􀀡,U+100008 U+10002A U+100021,􀀈,U+100008,800
695,􀀈􀀪􀀪􀀤,U+100008 U+10002A U+10002A U+100024,􀀈􀀪􀀤,U+100008 U+10002A U+100024,􀀈,U+100008,824
696,􀀈􀀪􀀪􀀪,U+100008 U+10002A U+10002A U+10002A,􀀈􀀪,U+100008 U+10002A,􀀈,U+100008,792
697,􀀈􀀪􀀪􀀼,U+100008 U+10002A U+10002A U+10003C,􀀈􀀪􀀼,U+100008 U+10002A U+10003C,􀀈,U+100008,808
698,􀀈􀀪􀀪􀀿,U+100008 U+10002A U+10002A U+10003F,􀀈􀀪􀀿,U+100008 U+10002A U+10003F,􀀈,U+100008,816
699,􀀈􀀫􀀪􀀩,U+100008 U+10002B U+10002A U+100029,􀀈􀀫􀀪􀀩,U+100008 U+10002B U+10002A U+100029,􀀈,U+100008,786
700,􀀈􀀫􀀫􀀢,U+100008 U+10002B U+10002B U+100022,􀀈􀀫􀀢,U+100008 U+10002B U+100022,􀀈,U+100008,796
701,􀀈􀀫􀀫􀀥,U+100008 U+10002B U+10002B U+100025,􀀈􀀫􀀥,U+100008 U+10002B U+100025,􀀈,U+100008,820
702,􀀈􀀫􀀫􀀫,U+100008 U+10002B U+10002B U+10002B,􀀈􀀫,U+100008 U+10002B,􀀈,U+100008,788
703,􀀈􀀫􀀫􀀽,U+100008 U+10002B U+10002B U+10003D,􀀈􀀫􀀽,U+100008 U+10002B U+10003D,􀀈,U+100008,804
704,􀀈􀀫􀀫􀁀,U+100008 U+10002B U+10002B U+100040,􀀈􀀫􀁀,U+100008 U+10002B U+100040,􀀈,U+100008,812
705,􀀈􀀬􀀬􀀣,U+100008 U+10002C U+10002C U+100023,􀀈􀀬􀀣,U+100008 U+10002C U+100023,􀀈,U+100008,862
706,􀀈􀀬􀀬􀀬,U+100008 U+10002C U+10002C U+10002C,􀀈􀀬,U+100008 U+10002C,􀀈,U+100008,826
707,􀀈􀀬􀀬􀀾,U+100008 U+10002C U+10002C U+10003E,􀀈􀀬􀀾,U+100008 U+10002C U+10003E,􀀈,U+100008,848
708,􀀈􀀬􀀭􀀥,U+100008 U+10002C U+10002D U+100025,􀀈􀀬􀀭􀀥,U+100008 U+10002C U+10002D U+100025,􀀈,U+100008,866
709,􀀈􀀬􀀭􀀮,U+100008 U+10002C U+10002D U+10002E,􀀈􀀬􀀭􀀮,U+100008 U+10002C U+10002D U+10002E,􀀈,U+100008,832
710,􀀈􀀬􀀭􀁀,U+100008 U+10002C U+10002D U+100040,􀀈􀀬􀀭􀁀,U+100008 U+10002C U+10002D U+100040,􀀈,U+100008,852
711,􀀈􀀭􀀭􀀤,U+100008 U+10002D U+10002D U+100024,􀀈􀀭􀀤,U+100008 U+10002D U+100024,􀀈,U+100008,868
712,􀀈􀀭􀀭􀀭,U+100008 U+10002D U+10002D U+10002D,􀀈􀀭,U+100008 U+10002D,􀀈,U+100008,834
713,􀀈􀀮􀀭􀀬,U+100008 U+10002E U+10002D U+10002C,􀀈􀀮􀀭􀀬,U+100008 U+10002E U+10002D U+10002C,􀀈,U+100008,828
714,􀀈􀀮􀀮􀀥,U+100008 U+10002E U+10002E U+100025,􀀈􀀮􀀥,U+100008 U+10002E U+100025,􀀈,U+100008,864
715,􀀈􀀮􀀮􀀮,U+100008 U+10002E U+10002E U+10002E,􀀈􀀮,U+100008 U+10002E,􀀈,U+100008,830
716,􀀈􀀮􀀮􀁀,U+100008 U+10002E U+10002E U+100040,􀀈􀀮􀁀,U+100008 U+10002E U+100040,􀀈,U+100008,850
717,􀀈􀀯􀀯􀀻,U+100008 U+10002F U+10002F U+10003B,􀀈􀀯􀀻,U+100008 U+10002F U+10003B,􀀈,U+100008,840
718,􀀈􀀯􀀰􀀽,U+100008 U+10002F U+100030 U+10003D,􀀈􀀯􀀰􀀽,U+100008 U+10002F U+100030 U+10003D,􀀈,U+100008,846
719,􀀈􀀰􀀰􀀡,U+100008 U+100030 U+100030 U+100021,􀀈􀀰􀀡,U+100008 U+100030 U+100021,􀀈,U+100008,838
720,􀀈􀀱􀀰􀀻,U+100008 U+100031 U+100030 U+10003B,􀀈􀀱􀀰􀀻,U+100008 U+100031 U+100030 U+10003B,􀀈,U+100008,842
721,􀀈􀀱􀀱􀀢,U+100008 U+100031 U+100031 U+100022,􀀈􀀱􀀢,U+100008 U+100031 U+100022,􀀈,U+100008,836
722,􀀈􀀱􀀱􀀽,U+100008 U+100031 U+100031 U+10003D,􀀈􀀱􀀽,U+100008 U+100031 U+10003D,􀀈,U+100008,844
723,􀀉􀀣􀀣􀀣,U+100009 U+100023 U+100023 U+100023,􀀉􀀣,U+100009 U+100023,􀀉,U+100009,1368
724,􀀉􀀣􀀤􀀥,U+100009 U+100023 U+100024 U+100025,􀀉􀀣􀀤􀀥,U+100009 U+100023 U+100024 U+100025,􀀉,U+100009,1374
725,􀀉􀀣􀀩􀀠,U+100009 U+100023 U+100029 U+100020,􀀉􀀣􀀩􀀠,U+100009 U+100023 U+100029 U+100020,􀀉,U+100009,1384
726,􀀉􀀣􀀩􀀩,U+100009 U+100023 U+100029 U+100029,􀀉􀀣􀀩,U+100009 U+100023 U+100029,􀀉,U+100009,1378
727,􀀉􀀣􀀩􀀻,U+100009 U+100023 U+100029 U+10003B,􀀉􀀣􀀩􀀻,U+100009 U+100023 U+100029 U+10003B,􀀉,U+100009,1392
728,􀀉􀀣􀀩􀀾,U+100009 U+100023 U+100029 U+10003E,􀀉􀀣􀀩􀀾,U+100009 U+100023 U+100029 U+10003E,􀀉,U+100009,1396
729,􀀉􀀣􀀪􀀢,U+100009 U+100023 U+10002A U+100022,􀀉􀀣􀀪􀀢,U+100009 U+100023 U+10002A U+100022,􀀉,U+100009,1388
730,􀀉􀀣􀀪􀀫,U+100009 U+100023 U+10002A U+10002B,􀀉􀀣􀀪􀀫,U+100009 U+100023 U+10002A U+10002B,􀀉,U+100009,1382
731,􀀉􀀣􀀪􀁀,U+100009 U+100023 U+10002A U+100040,􀀉􀀣􀀪􀁀,U+100009 U+100023 U+10002A U+100040,􀀉,U+100009,1402
732,􀀉􀀣􀀬􀀾,U+100009 U+100023 U+10002C U+10003E,􀀉􀀣􀀬􀀾,U+100009 U+100023 U+10002C U+10003E,􀀉,U+100009,1352
733,􀀉􀀣􀀭􀀮,U+100009 U+100023 U+10002D U+10002E,􀀉􀀣􀀭􀀮,U+100009 U+100023 U+10002D U+10002E,􀀉,U+100009,1422
734,􀀉􀀣􀀭􀁀,U+100009 U+100023 U+10002D U+100040,􀀉􀀣􀀭􀁀,U+100009 U+100023 U+10002D U+100040,􀀉,U+100009,1356
735,􀀉􀀣􀀯􀀠,U+100009 U+100023 U+10002F U+100020,􀀉􀀣􀀯􀀠,U+100009 U+100023 U+10002F U+100020,􀀉,U+100009,1406
736,􀀉􀀣􀀯􀀻,U+100009 U+100023 U+10002F U+10003B,􀀉􀀣􀀯􀀻,U+100009 U+100023 U+10002F U+10003B,􀀉,U+100009,1414
737,􀀉􀀣􀀰􀀢,U+100009 U+100023 U+100030 U+100022,􀀉􀀣􀀰􀀢,U+100009 U+100023 U+100030 U+100022,􀀉,U+100009,1412
738,􀀉􀀣􀀰􀀽,U+100009 U+100023 U+100030 U+10003D,􀀉􀀣􀀰􀀽,U+100009 U+100023 U+100030 U+10003D,􀀉,U+100009,1418
739,􀀉􀀤􀀤􀀤,U+100009 U+100024 U+100024 U+100024,􀀉􀀤,U+100009 U+100024,􀀉,U+100009,1376
740,􀀉􀀤􀀪􀀡,U+100009 U+100024 U+10002A U+100021,􀀉􀀤􀀪􀀡,U+100009 U+100024 U+10002A U+100021,􀀉,U+100009,1390
741,􀀉􀀤􀀪􀀿,U+100009 U+100024 U+10002A U+10003F,􀀉􀀤􀀪􀀿,U+100009 U+100024 U+10002A U+10003F,􀀉,U+100009,1404
742,􀀉􀀤􀀭􀀿,U+100009 U+100024 U+10002D U+10003F,􀀉􀀤􀀭􀀿,U+100009 U+100024 U+10002D U+10003F,􀀉,U+100009,1358
743,􀀉􀀤􀀰􀀼,U+100009 U+100024 U+100030 U+10003C,􀀉􀀤􀀰􀀼,U+100009 U+100024 U+100030 U+10003C,􀀉,U+100009,1420
744,􀀉􀀥􀀤􀀣,U+100009 U+100025 U+100024 U+100023,􀀉􀀥􀀤􀀣,U+100009 U+100025 U+100024 U+100023,􀀉,U+100009,1370
745,􀀉􀀥􀀥􀀥,U+100009 U+100025 U+100025 U+100025,􀀉􀀥,U+100009 U+100025,􀀉,U+100009,1372
746,􀀉􀀥􀀪􀀾,U+100009 U+100025 U+10002A U+10003E,􀀉􀀥􀀪􀀾,U+100009 U+100025 U+10002A U+10003E,􀀉,U+100009,1398
747,􀀉􀀥􀀫􀀢,U+100009 U+100025 U+10002B U+100022,􀀉􀀥􀀫􀀢,U+100009 U+100025 U+10002B U+100022,􀀉,U+100009,1386
748,􀀉􀀥􀀫􀀫,U+100009 U+100025 U+10002B U+10002B,􀀉􀀥􀀫,U+100009 U+100025 U+10002B,􀀉,U+100009,1380
749,􀀉􀀥􀀫􀀽,U+100009 U+100025 U+10002B U+10003D,􀀉􀀥􀀫􀀽,U+100009 U+100025 U+10002B U+10003D,􀀉,U+100009,1394
750,􀀉􀀥􀀫􀁀,U+100009 U+100025 U+10002B U+100040,􀀉􀀥􀀫􀁀,U+100009 U+100025 U+10002B U+100040,􀀉,U+100009,1400
